HOSPITAL NAME,CITY,AREA,ADDRESS,DOCTORS,CONTACT
"Diabetes, Thyroid And Hormones Clinic",Hyderabad,0,"Diabetes, Thyroid And Hormones Clinic, Main Doctor Lane , Opposite Hamid Laboratory Adjacent To Aga Khan Laboratory/Pharmacy, Saddar, Hyderabad",1,3325035695
Noor Consulting Chambers Hospital,Hyderabad,0,"Noor Consulting Chambers Hospital, Near Premier Mri Drs Lane, Hyderabad, Hyderabad",1,3002207669
Noor Pathology Laboratory Hospital,Hyderabad,0,"Noor Pathology Laboratory Hospital, Shop No#186/4, Jamiya Masjid Street Behind Doctors Line, Saddar, Hyderabad",1,3342026373
Sheikh Diagnostic Center,Hyderabad,0,"Sheikh Diagnostic Center, Main Doctors Line, Saddar, Hyderabad",-,3332607673
Abc Hospital,Hyderabad,0,"Abc Hospital, Testing, Street No 4, Hyderabad",-,0
Alkhidmat Medical & Diagnostic Center Hyd,Hyderabad,0,"Alkhidmat Medical & Diagnostic Center Hyd, Near Mezan Bank Doctors Lane, Saddar, Hyderabad",1,3153667055
Aon Medical Store Hospital,Hyderabad,0,"Aon Medical Store Hospital, Behind Life Diagnostic Labortary Fatima Heights, Saddar, Hyderabad",-,3332739299
Asian Lab / Usra Lab Hospital,Hyderabad,0,"Asian Lab / Usra Lab Hospital, Hilal-E-Ahmer General Hospital, Unit No 6, Latifabad, Hyderabad",-,9.2306E+11
Data Mri & Diagnostic Centre,Hyderabad,0,"Data Mri & Diagnostic Centre, Dr Ziauddin Rd, Cantonment, Hyderabad",-,(022) 2781794
Doctors Clinic And Digital X-Ray Center,Hyderabad,0,"Doctors Clinic And Digital X-Ray Center, Opposite Sonhari Bookland, Naseem Nagar, Hyderabad",-,3332621334
Near Hassan X-Ray Hospital,Hyderabad,0,"Near Hassan X-Ray Hospital, Hirabad, 0, Hyderabad",2,042-32591432
Samoo Welfare And Medical Centre,Hyderabad,0,"Samoo Welfare And Medical Centre, Near Research Laboratory Main Road Tandoallahyar, Tandoallah Yar, Hyderabad",-,3111222398
Zainulabdin Trust Latifabad Hospital,Hyderabad,0,"Zainulabdin Trust Latifabad Hospital, Latifabad, Latifabad, Hyderabad",-,3002207669
Hm Diagnostic Center,Islamabad,0,"Hm Diagnostic Center, G8 Markaz, G-8, Islamabad",29,042-32591427
The Citi Lab Blue Area Hospital,Islamabad,0,"The Citi Lab Blue Area Hospital, Waqas Plaza, Akm Fazl-Ul-Haq Rd, Block I G 7/2 Blue Area, Islamabad",3,042-32591427
Totalkare Diagnostics & Laboratories Hospital,Islamabad,0,"Totalkare Diagnostics & Laboratories Hospital, Shop No 4, Lower Ground Floor, Liberty Square Plaza, F-11 Markaz, Islamabad",6,042-32591427
Abuzar Medical And Diagnostic Center,Islamabad,0,"Abuzar Medical And Diagnostic Center, Abuzar Pharmacy, Golra Road, Islamabad",2,042-32591427
The Citi Lab Alipur Hospital,Islamabad,0,"The Citi Lab Alipur Hospital, Lehtrar Rd, Gulberg Town, Islamabad",-,042-32591427
Chiropractor Dr Agha Ebrahim Hospital,Islamabad,0,"Chiropractor Dr Agha Ebrahim Hospital, Capital Diagnostic Center, Media Foundation Plaza, G-8 Markaz, G-8, Islamabad",-,3312305222
Capital Diagnostic Center,Islamabad,0,"Capital Diagnostic Center, Plot No 2 C-C First Floor Cresent Acrade, G 8 Markez, G-8, Islamabad",10,3338555297
Maroof Medical And Diagnostic Center,Islamabad,0,"Maroof Medical And Diagnostic Center, 22 West, Sardar Plaza, Opposite Polyclinic Hospital, Fazal-E-Haq Road, Blue Area G-7, Islamabad",1,518356165
Lifeline Speciality Clinic,Islamabad,0,"Lifeline Speciality Clinic, Pearl Arcade, Adjacent Excel Labs, Main Double Road, Police Foundation, Near Media Town, Islamabad",2,0
Islamabad Afternoon Clinic,Islamabad,0,"Islamabad Afternoon Clinic, Ayub Labs In Clinic In Basement Of Pakland Medical Centre, F8 Markaz, Islamabad",1,3338462592
Dentesthetics Hospital,Islamabad,0,"Dentesthetics Hospital, House No.1206 Street 40 G 10/4 I&T Center, G 10/4, Islamabad",2,3414474474
Zainab Medical Centre & Lab,Islamabad,0,"Zainab Medical Centre & Lab, 1St Floor, Medicine Plaza, G-8 Markaz Rd, G-8 Markaz Rd, Islamabad",1,3096387644
Islamabad Diagnostic Center (Pwd Branch),Islamabad,0,"Islamabad Diagnostic Center (Pwd Branch), Idc, Main Pwd Rd, Opposite Doctor Colony, Block-A Police Foundation, Main Pwd Rd, Islamabad",1,51111000432
Clinical Psychotherapist,Islamabad,0,"Clinical Psychotherapist, Office No 3130 3Rd Floor Giga Mall Wdc, Giga Mall, Islamabad",1,3325233444
Get Well Medical Diagnostic Center,Islamabad,0,"Get Well Medical Diagnostic Center, G-10 Markaz, Plot # 17-E,New Alhayat Plaza, G-10, Islamabad",4,051 210 3717 / 229 3717
Bcl Consultants Clinic,Islamabad,0,"Bcl Consultants Clinic, Asif Plaza Blue Area Near Zafar Ultrasound, Blue Area, Islamabad",2,518350225
Advanced Medicare Center,Islamabad,0,"Advanced Medicare Center, Muhammad Khan Plaza Ground Floor Tiramri Chowk Near Al Basit Heights Adjacent To Idc, Lehtrar Road, Islamabad",2,3445540602
1-B Hospital,Islamabad,0,"1-B Hospital, F-8/3, Main Kohistan Road,Opp Islamabad Diagnostic Center, Sector F, Islamabad",2,518441444
Ayyub Labs & Clinics (F8 Markaz),Islamabad,0,"Ayyub Labs & Clinics (F8 Markaz), Plot No 14X, Lower Ground Floor, Pakland Medical Center, F8 Markaz, Islamabad",1,3111222398
Al-Noor Ultrasound Hospital,Islamabad,0,"Al-Noor Ultrasound Hospital, Office #7. 2Nd Floor. Sardar Arcade Near Meezan Bank Sector Markaz F11, F-11, Islamabad",-,3427779444
Smart Medical And Diagnostic Center,Islamabad,0,"Smart Medical And Diagnostic Center, Cresent Arcade Plaza, G-8, Islamabad",2,04232591427/28
Asia Lab And Clinic,Islamabad,0,"Asia Lab And Clinic, Shop No 107, Humayun Arcade, Street 14, G-14/4 G 14/4, G14/4 Markaz, Islamabad",1,3355021118
Lab Care Hospital,Islamabad,0,"Lab Care Hospital, G-10 Markaz, Sector G, Islamabad",-,3335559263
Ultrasound Care Taliyas Clinic,Islamabad,0,"Ultrasound Care Taliyas Clinic, Taqwa Market G9/4, Sector G, Islamabad",-,512260010
Bio Clinical Laboratory,Islamabad,0,"Bio Clinical Laboratory, Khyber Plaza, Blue Area G-7, Islamabad",-,3215104436
Capital Diagnostic Center I-9/4,Islamabad,0,"Capital Diagnostic Center I-9/4, Ground Floor, Near Allied Bank, Opposite Suzuki Motors, I-9, Islamabad",2,3111000432
Health Care Ultrasound By Lady Doctor Hospital,Islamabad,0,"Health Care Ultrasound By Lady Doctor Hospital, 1St Floor, House 8, First, Street 60, F-8/4, Islamabad, Street 60, F-8/4, Islamabad",-,3242521163
Excel Labs Hospital,Islamabad,0,"Excel Labs Hospital, 1St Floor Reshi Building, 110 A.K. Fazl-Ul-Haq Rd, Block I G 7/2 Blue Area, Islamabad,, G-7, Islamabad",-,(051) 8311000
Islamabad Diagnostic Center.,Islamabad,0,"Islamabad Diagnostic Center., Phase 7, Near Clock Tower, Bahria Town, Islamabad",-,3331332278
Makkah Medical Center,Islamabad,0,"Makkah Medical Center, Near Tayyab Bakery, Taramri Chowk, Punjab, Islamabad",1,3345023646
Pure Health Lab Hospital,Islamabad,0,"Pure Health Lab Hospital, Royal Centre, Office #4, Ground, A.K.M. Fazl-Ul-Haq Rd, G-7, Islamabad",-,(051) 2806442
A Lab Advanced Center,Islamabad,0,"A Lab Advanced Center, Basement Executive Plaza Just Below Fedex, G8 Markaz, G8 Markaz, Islamabad",-,3342902976
"Advanced Medicare Center ,",Islamabad,0,"Advanced Medicare Center ,, Muhammad Khan Plaza Ground Floor Tiramri Chowk Near Al Basit Heights Adjacent To Idc Lehtrar Road, Lehtrar Road, Islamabad",-,3445540602
Al Sayed Rehabilitation Centre,Islamabad,0,"Al Sayed Rehabilitation Centre, Bahria Expy, Phase 7, Sector F, Ginnastic Arena, Near Excel Lab, Phase 7 Islamabad, Islamabad Capital Territory, Bahria Phase 7, Islamabad",1,0318 1404998
Bio Vision Diagnostic Center,Islamabad,0,"Bio Vision Diagnostic Center, I 10 Markaz, Korang Road, Islamabad",1,(051) 4445858
Biogene Lab Hospital,Islamabad,0,"Biogene Lab Hospital, G8 Markaz, G8 Markaz, Islamabad",1,3111222398
Biotech Lab Hospital,Islamabad,0,"Biotech Lab Hospital, Ghauri Town, Phase 5A ,Shop#3, Hadi Plaza, Ghauri Town, Islamabad",-,512157851
Clinical Diagnostic Center,Islamabad,0,"Clinical Diagnostic Center, G 13/1, G-13, Islamabad",-,3315819965
Diagnostic Ultrasound Associates Hospital,Islamabad,0,"Diagnostic Ultrasound Associates Hospital, Markaz,, G-8, Islamabad",1,3335731182
Dr.Shabana Shoukat Clinic,Islamabad,0,"Dr.Shabana Shoukat Clinic, Prime Health Lab,Gondal Plaza,Lower Groung.Blue Area G-7/2, Gondal Lab, Islamabad",1,3111222398
Emaan Clinical & Rehabilitation,Islamabad,0,"Emaan Clinical & Rehabilitation, 270 Street Number 1, Block A Sector A Pwd Society, Islamabad, Punjab, Pwd Society, Islamabad",-,3111222398
Excel Lab Hospital,Islamabad,0,"Excel Lab Hospital, Shaukat Plaza, I-10, Islamabad",1,518314344
Family Care Medical And Diagnostic Center,Islamabad,0,"Family Care Medical And Diagnostic Center, Khabayan E Faiz , Umer Block Street # 06 Sector H 13 3, Sector H, Islamabad",2,3645207777
Gsr Laboratories Hospital,Islamabad,0,"Gsr Laboratories Hospital, Plaza#Safdar Mansion, Plot#16-D,Fazl-E-Haq Road, Near Tabaq Restaurant, Blue Area G-7, Islamabad",9,512278073
Health Ways Laboratories Pwd Hospital,Islamabad,0,"Health Ways Laboratories Pwd Hospital, 352A Chaudhary Arcade Basement, 0-9 Block A Police Foundation, Police Foundation, Islamabad",-,515170577
Islam Eye Centre And Medicare,Islamabad,0,"Islam Eye Centre And Medicare, Pakland Plaza, Lower Ground Floor Near Rehman Laboratories, I-8 Markaz, Pakland Plaza, Islamabad",1,3111222398
Islamabad Diagnostic Center Bahria Enclave,Islamabad,0,"Islamabad Diagnostic Center Bahria Enclave, Plaza 42,Office 2&3,Mezzanine Floor,Sector A Commercial, Sector A Bahria Enclave, Bahria, Islamabad",1,3331743734
Past Medical And Diagnostic Center,Islamabad,0,"Past Medical And Diagnostic Center, F-8 Markaz, Kohistan Road, Sector F, Islamabad",-,3215240996
Physiotherapy Plus Clinic,Islamabad,0,"Physiotherapy Plus Clinic, Shop No 4, Tariq Arcade Opposite City Lab, Police Foundation, Main Pwd Road, Islamabad",1,518745314
Rehman Medicare Hospital,Islamabad,0,"Rehman Medicare Hospital, Main Road, Lehtrar Rd, Taramri, Tarlai Kalan, Islamabad",-,(051) 2241902
Save Lab Hospital,Islamabad,0,"Save Lab Hospital, 2163 Main Pwd Rd Block F Police Foundation Islamabad Rawalpindi, Main Pwd Road, Islamabad",1,042-32591432
Temar Diagnostic Laboratory Hospital,Islamabad,0,"Temar Diagnostic Laboratory Hospital, J5V9+Vxf, Lehtrar Rd, Near Shell Petrol Pump, Ali Pur, Islamabad, Lehtrar Road, Islamabad",2,3489162820
The Biogene Labs & Diagnostic Consultant Clinic,Islamabad,0,"The Biogene Labs & Diagnostic Consultant Clinic, Golden Plaza, Shop No. 07, A.K. Fazl-Ul-Haq Rd, G 7/2, Blue Area G-7, Islamabad",-,0334 8688933
Haram Polyclinic,Jaranwala,Faisalabad,"Haram Polyclinic, M Ali Park Near Bilal Masjid, Opposite Edhi Centre,, Faisalabad, Jaranwala",1,3117272510
Tehreek Khidmat-E-Insaani Hospital,Jaranwala,Faisalabad Road,"Tehreek Khidmat-E-Insaani Hospital, Near Fawara Chowk, Faisalabad Road, Jaranwala",1,0333 7661138
Fazal Ilahi Chatha Hospital,Jaranwala,Faisalabad Road,"Fazal Ilahi Chatha Hospital, Faisalabad Rd, Punjab, Faisalabad Road, Jaranwala",1,0300 6656800
Eshaal Dental Care And Faizan Dental Lab Hospital,Jhelum,Dina,"Eshaal Dental Care And Faizan Dental Lab Hospital, Railway Road, Dina, Jhelum",-,3005459637
Noor Diagnostic Center,Attock,Kamra Road,"Noor Diagnostic Center, Noor Diagnostic Center.,Kamra Road Attock,Punjab, Kamra Road, Attock",-,3111222398
Doctors Mri Clinic,Bahawalpur,Bahawalpur City,"Doctors Mri Clinic, Circular Road, Opposite B.V Hospital Near Naveed Sharif Clinic, Bahawalpur City, Bahawalpur",-,3006853092
Nizami Digital X-Rays Hospital,Bahawalpur,Bahawalpur City,"Nizami Digital X-Rays Hospital, Opp. Bv Hospital, Circular Road, Bahawalpur City, Bahawalpur",1,3216801319
Qasim Clinical Laboratory,Bahawalpur,Circular Road,"Qasim Clinical Laboratory, Near Library Chowk, Circular Road, Bahawalpur",-,622876405
Al Rahim Center (Rahim X Ray),Bahawalpur,Circular Road,"Al Rahim Center (Rahim X Ray), Near Syed Lab Opposite Bvh Victoria Hospital, Circular Road, Bahawalpur",-,3212493031
Khan Lab & Diagnostic Center,Bahawalpur,Circular Road,"Khan Lab & Diagnostic Center, Opp. Bvh Circular Rd, Near Rahim X-Ray, Circular Road, Bahawalpur",1,3016777708
Al Rahim Center (Al Rahim X Ray),Bahawalpur,Circular Road,"Al Rahim Center (Al Rahim X Ray), Near Al Syed Lab Victoria Hospital, Circular Road, Bahawalpur",-,3111222398
Zainab Medical Complex And Diagnostic Center,Bahawalpur,Civil Hospial Road,"Zainab Medical Complex And Diagnostic Center, Al Haram Villas, Jhangi Wala Road, Civil Hospial Road, Bahawalpur",1,3339287002
Dr Zubair Siddique Clinic,Bahawalpur,Hasil Pur,"Dr Zubair Siddique Clinic, 15-Rasoolabad Hasil Pur, Hasil Pur, Bahawalpur",1,3214221667
Gardezi Laboratory Hospital,Bahawalpur,Main Circular Rd,"Gardezi Laboratory Hospital, Tasneem Plaza Main Noor Mahal Road, Main Circular Rd, Bahawalpur",3,622875215
Pain Care Clinic And Prp Centre,Bahawalpur,Noor Mahal Road,"Pain Care Clinic And Prp Centre, Tasneem Plaza Gardezi Labs And Clinics Noor Mahal Road, Noor Mahal Road, Bahawalpur",1,3454989989
Gardezi Lab And Clinics,Bahawalpur,Noor Mahal Road,"Gardezi Lab And Clinics, Tasneem Plaza, Main Noor Mehal Road, Noor Mahal Road, Bahawalpur",1,3356665555
La Plastika By Dr. Imran Adeel Hospital,Bahawalpur,Noor Mahal Road,"La Plastika By Dr. Imran Adeel Hospital, 1St Floor, Tasneem Plaza, Gardezi Lab, Noor Mahal Road, Bahawalpur",1,3336366429
Dental Icon & Implant Centre,Burewala,Mri Stadium Road,"Dental Icon & Implant Centre, Near Nishtar Dilawar, Mri Stadium Road, Burewala",1,3055847675
Pak Clinical Laboratory,Charsadda,Charsadda City,"Pak Clinical Laboratory, Oppo. Dhq Hopistal, Charsadda City, Charsadda",1,0314-9204763
Welfare Medical Laboratory Hospital,Charsadda,Charsadda City,"Welfare Medical Laboratory Hospital, Oppo. Dhq Hopistal, Charsadda City, Charsadda",-,0333-9136914
M.D Executive Clinic,Chiniot,Faisalabad Road,"M.D Executive Clinic, Near Ghalla Mandi Opposite Quaid E Azam Park Chiniot, Faisalabad Road, Chiniot",1,3457836982
Nabeel Ultrasound Clinic,Chiniot,Opposite General Buss Stand,"Nabeel Ultrasound Clinic, Opposite General Buss Stand, Opposite General Buss Stand, Chiniot",-,3047919877
Al-Karim Surgical And Medical Complex Hospital,Dera-Ghazi-Khan,Balakh Sarwar,"Al-Karim Surgical And Medical Complex Hospital, Near City Diagnostic Center, Balakh Sarwar, Dera Ghazi Khan",2,3336471141
Hussain Clinical Laboratory,Dera-Ghazi-Khan,Jampur Road,"Hussain Clinical Laboratory, Balakh Sarwar City, Opposite Trauma Center, Jampur Road, Dera Ghazi Khan",-,3343763334
Ibrahim Clinic And Fayyaz Ultrasound Centre,Dera-Ghazi-Khan,Jinnah Complex,"Ibrahim Clinic And Fayyaz Ultrasound Centre, Shop #6, Block 9, Jinnah Complex, Near Shaukat Khanum Lab, Jinnah Complex, Dera Ghazi Khan",1,3378656565
Jinnah Surgical Complex Diagnostic And Colour Doppler Ultrasound Center,Dera-Ghazi-Khan,Kot Chutta,"Jinnah Surgical Complex Diagnostic And Colour Doppler Ultrasound Center, Jhok Utra Road, Near Punjab Medical Hall, Kot Chutta, Dera Ghazi Khan",1,3365600026
"Men,S Health Clinic And Kidney Care Center",Dera-Ghazi-Khan,Opposite Dhq Hospital,"Men,S Health Clinic And Kidney Care Center, Shahzad Lab. Railway Road Block No 13, Opposite Dhq Hospital, Dera Ghazi Khan",-,3136789544
Nishtar Pcr Lab Hospital,Dera-Ghazi-Khan,Railway Road,"Nishtar Pcr Lab Hospital, Jinah Medical Complex, Railway Road, Dera Ghazi Khan",1,642468169
Kidney Care Center Abbottabad,Abbottabad,Manshera Road Abbottabad,"Kidney Care Center Abbottabad, Opp Inor Hospital Near Abbott Lab Mansehra Road, , Manshera Road, Abbottabad, Abbottabad",1,0300 2457058
Pakistan Lab And Medical Centre,Abbottabad,Al Mansoor Town,"Pakistan Lab And Medical Centre, Oppo. Gate No 1, Ayub Medical College, Al Mansoor Town, Abbottabad",-,3328524252
Healthcare Diagnostic Centre,Abbottabad,Al Mansoor Town,"Healthcare Diagnostic Centre, N-35, Just Opposite Inor, Adjacent To Abbot Lab, Al-Mansoor Town, Abbottabad",-,3004249519
Pakistan Diagnostic Center,Abbottabad,Kala Pul,"Pakistan Diagnostic Center, Kala Pul, Opposite Sami Medical Complex, Kala Pul, Abbottabad",1,0
Dr Sadia Wasif Ultrasound Clinic,Abbottabad,Khyber Pakhtunkhwa,"Dr Sadia Wasif Ultrasound Clinic, Time Square Plaza Opposite Cancer / Inor Hospital Ayub Complex Gate 5 Near Agha Khan Lab, Khyber Pakhtunkhwa, Abbottabad",1,042-32591432
Pak Diagnostic Center,Abbottabad,Mansehra Road,"Pak Diagnostic Center, Opposite Ayub Teaching Hospital, Mansehra Road, Abbottabad",1,992414165
Dr. Abdul Majid Khan (Internal Medicine Specialist) Hospital,Abbottabad,N 35 Abbottabad Khyber,"Dr. Abdul Majid Khan (Internal Medicine Specialist) Hospital, Ground Floor, Awan Plaza, Near Bbc Lab, N-35 Abbottabad, Khyber, Abbottabad",1,3339256927
Makkah Medical Store Hospital,Abbottabad,Near Dhq Laboratory,"Makkah Medical Store Hospital, Opposite Dhq, Link Road, Near Dhq Laboratory, Abbottabad",1,3180171377
